"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
646;648;;"Spruce Grouse";"Falcipennis canadensis";"(Linnaeus, 1758)";"NA : Alaska, Canada and n USA";;;;"Дикуша канадська"
655;656;;"Western Capercaillie";"Tetrao urogallus";"Linnaeus, 1758";"EU : nw, nc";;;;"Глушець білодзьобий"
655;665;;"Black-billed Capercaillie";"Tetrao urogalloides";"Middendorff, 1853";"EU : ne";;"TAX";"Tetrao urogalloides Middendorf, 1853 has precedence over Tetrao parvirostris Bonaparte, 1856 (H&M 4:47).";"Глушець чорнодзьобий"
668;669;;"Black Grouse";"Lyrurus tetrix";"(Linnaeus, 1758)";"EU : n";;;;"Тетерук євразійський"
668;676;;"Caucasian Grouse";"Lyrurus mlokosiewiczi";"(Taczanowski, 1875)";"EU : Caucasus";;;;"Тетерук кавказький"
677;678;;"Sage Grouse";"Centrocercus urophasianus";"(Bonaparte, 1827)";"NA : sc Canada to wc USA";;;;"Тетерук гострохвостий"
677;679;;"Gunnison Grouse";"Centrocercus minimus";"Young, Braun, Oyler-McCance, Hupp & Quinn, 2000";"NA : sw Colorado and e Utah";;;;" "
680;681;;"Dusky Grouse";"Dendragapus obscurus";"(Say, 1822)";"NA : s Yukon to c Colorado";;"ENG";"Dendragapus obscurus renamed Dusky Grouse with split of D. fuliginosus, Sooty Grouse (AOU 2006).";"Тетерук жовтобровий"
680;686;;"Sooty Grouse";"Dendragapus fuliginosus";"(Ridgway, 1873)";"NA : se Alaska to s California";;"AS";"Dendragapus fuliginosus is split from D. obscurus and renamed Sooty Grouse (AOU 2006).";" "
691;692;;"Sharp-tailed Grouse";"Tympanuchus phasianellus";"(Linnaeus, 1758)";"NA : nc, nw";;;;"Тетерук манітобський"
691;700;;"Lesser Prairie Chicken";"Tympanuchus pallidicinctus";"(Ridgway, 1873)";"NA : c USA";;;;"Тетерук малий"
691;701;;"Greater Prairie Chicken";"Tympanuchus cupido";"(Linnaeus, 1758)";"NA : sc Canada to Texas (sc USA)";;;;"Тетерук лучний"
705;706;;"White-tailed Ptarmigan";"Lagopus leucura";"(Richardson, 1831)";"NA : w, nw";;;;"Куріпка білохвоста"
705;712;;"Rock Ptarmigan";"Lagopus muta";"(Montin, 1781)";"NA, EU : n";;;;"Куріпка тундрова"
705;736;;"Willow Ptarmigan";"Lagopus lagopus";"(Linnaeus, 1758)";"NA, EU : n";;;;"Куріпка біла"
753;754;;"Snow Partridge";"Lerwa lerwa";"(Hodgson, 1833)";"EU : Himalayas to c China";;"SSP";"Includes major and callipygia; clinal, so treat as monotypic (McGowan 1994; Madge & McGowan 2002).";"Куріпка сніжна"
755;756;;"Verreaux's Monal-Partridge";"Tetraophasis obscurus";"(Verreaux, J, 1869)";"EU : w China";;;;"Кундик плямистогрудий"
755;757;;"Szechenyi's Monal-Partridge";"Tetraophasis szechenyii";"Madarász, 1885";"EU : Himalayas";;;;"Кундик жовтогорлий"
758;759;;"Caucasian Snowcock";"Tetraogallus caucasicus";"(Pallas, 1811)";"EU : Caucasus";;;;"Улар кавказький"
758;760;;"Caspian Snowcock";"Tetraogallus caspius";"(Gmelin, SG, 1784)";"EU : sw";;;;"Улар прикаспійський"
758;764;;"Himalayan Snowcock";"Tetraogallus himalayensis";"Gray, GR, 1843";"EU : Himalayas";;;;"Улар гімалайський"
758;771;;"Tibetan Snowcock";"Tetraogallus tibetanus";"Gould, 1854";"EU : Himalayas";;;;"Улар тибетський"
758;778;;"Altai Snowcock";"Tetraogallus altaicus";"(Gebler, 1836)";"EU : sw Siberia and w Mongolia";;;;"Улар алтайський"
779;780;;"Rock Partridge";"Alectoris graeca";"(Meisner, 1804)";"EU : s, se Europe";;;;"Кеклик європейський"
779;785;;"Chukar Partridge";"Alectoris chukar";"(Gray, JE, 1830)";"EU : s";;;;"Кеклик кремовогорлий"
779;800;;"Przevalski's Partridge";"Alectoris magna";"(Przewalski, 1876)";"EU : nc China";;;;"Кеклик китайський"
779;803;;"Philby's Partridge";"Alectoris philbyi";"Lowe, 1934";"EU : sw Arabian Pen.";;;;"Кеклик чорногорлий"
779;804;;"Barbary Partridge";"Alectoris barbara";"(Bonnaterre, 1790)";"AF : n";;;;"Кеклик берберійський"
779;809;;"Red-legged Partridge";"Alectoris rufa";"(Linnaeus, 1758)";"EU : sw Europe";;;;"Кеклик червононогий"
779;813;;"Arabian Partridge";"Alectoris melanocephala";"(Rüppell, 1835)";"EU : s Arabian Pen.";;;;"Кеклик чорноголовий"
816;817;;"See-see Partridge";"Ammoperdix griseogularis";"(Brandt, JF, 1843)";"EU : se Turkey to Pakistan";;;;"Куріпка пустельна"
816;818;;"Sand Partridge";"Ammoperdix heyi";"(Temminck, 1825)";"EU, AF : Arabian Pen., Egypt and n Sudan";;;;"Куріпка аравійська"
823;824;;"Black Francolin";"Francolinus francolinus";"(Linnaeus, 1766)";"EU, OR : Asia Minor to Bangladesh";;;;"Турач туркменський"
823;831;;"Painted Francolin";"Francolinus pictus";"(Jardine & Selby, 1828)";"OR : India and Sri Lanka";;;;"Турач індійський"
823;835;;"Chinese Francolin";"Francolinus pintadeanus";"(Scopoli, 1786)";"OR : se Asia";;;;"Турач китайський"
823;838;;"Grey Francolin";"Francolinus pondicerianus";"(Gmelin, JF, 1789)";"EU, OR : se Iran through India and Sri Lanka";;;;"Турач сірий"
823;842;;"Swamp Francolin";"Francolinus gularis";"(Temminck, 1815)";"OR : n India and Nepal to Bangladesh";;;;"Турач болотяний"
843;844;;"Latham's Francolin";"Peliperdix lathami";"(Hartlaub, 1854)";"AF : w, c";;;;"Турач лісовий"
843;847;;"Coqui Francolin";"Peliperdix coqui";"(Smith, A, 1836)";"AF : widespread";;;;"Турач вохристоголовий"
843;852;;"White-throated Francolin";"Peliperdix albogularis";"(Hartlaub, 1854)";"AF : w, sc";;;;"Турач білогорлий"
843;856;;"Schlegel's Francolin";"Peliperdix schlegelii";"(Heuglin, 1863)";"AF : Cameroon to Sudan";;;;"Турач шлегеля"
857;858;;"Ring-necked Francolin";"Scleroptila streptophora";"(Ogilvie-Grant, 1891)";"AF : Cameroon, Uganda, Kenya and Tanzania";;;;"Турач світлобровий"
857;859;;"Grey-winged Francolin";"Scleroptila afra";"(Latham, 1790)";"AF : Lesotho and South Africa";;"TAX";"Correct species name for Grey-winged Francolin is afra, not africana (Wolters 1975; Zoonomen; Penhallurick, World Bird Info).";"Турач сірокрилий"
857;860;;"Red-winged Francolin";"Scleroptila levaillantii";"(Valenciennes, 1825)";"AF : ec, sc, s";;;;"Турач рудокрилий"
857;864;;"Finsch's Francolin";"Scleroptila finschi";"(Barboza du Bocage, 1881)";"AF : Gabon to sw DR Congo and w Angola";;;;"Турач заїрський"
857;865;;"Shelley's Francolin";"Scleroptila shelleyi";"(Ogilvie-Grant, 1890)";"AF : e, se";;;;"Турач шелі"
857;870;;"Moorland Francolin";"Scleroptila psilolaema";"(Gray, GR, 1867)";"AF : e";;;;"Турач гірський"
857;873;;"Orange River Francolin";"Scleroptila gutturalis";"(Rüppell, 1835)";"AF : ne, s";;"TAX";"The name gutturalis (Rüppell, 1835) has priority over levalliantoides (Smith, A, 1836) when the two taxa are considered conspecific, as here.";"Турач південний"
880;881;;"Crested Francolin";"Dendroperdix sephaena";"(Smith, A, 1836)";"AF : e, se";;;;"Турач чубатий"
887;888;;"Hartlaub's Spurfowl";"Pternistis hartlaubi";"(Barboza du Bocage, 1869)";"AF : sw Angola and c, n Namibia";;"SSP";"Treat as monotypic; includes ovambensis, bradfieldi and crypticus (Hockey et al. 2005; Mandiwana-Neudani et al. 2019).";"Турач намібійський"
887;889;;"Mount Cameroon Spurfowl";"Pternistis camerunensis";"(Alexander, 1909)";"AF : s Cameroon";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач камерунський"
887;890;;"Handsome Spurfowl";"Pternistis nobilis";"(Reichenow, 1908)";"AF : e DR Congo, sw Uganda, Rwanda and Burundi";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач угандійський"
887;891;;"Swierstra's Spurfowl";"Pternistis swierstrai";"(Roberts, 1929)";"AF : w Angola";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач ангольський"
887;892;;"Erckel's Spurfowl";"Pternistis erckelii";"(Rüppell, 1835)";"AF : ne Sudan, Eritrea to c Ethiopia";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач суданський"
887;893;;"Djibouti Spurfowl";"Pternistis ochropectus";"(Dorst & Jouanin, 1952)";"AF : Djibouti";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач чорнолобий"
887;894;;"Chestnut-naped Spurfowl";"Pternistis castaneicollis";"(Salvadori, 1888)";"AF : sw to ne Ethiopia and n Somalia";;"SSP, ENG";"Treat as monotypic; includes ogoensis and kaffanus (Mandiwana-Neudani et al. 2019). Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач ефіопський"
887;895;;"Black-fronted Spurfowl";"Pternistis atrifrons";"(Conover, 1930)";"AF : s Ethiopia";;"AS, ENG";"Black-fronted Francolin is split from Chestnut-naped Francolin P. castaneicollis (Töpfer et al. 2014), but treated as ssp. by Mandiwana-Newdani et al. (2019) absent DNA metrics. Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";" "
887;896;;"Jackson's Spurfowl";"Pternistis jacksoni";"(Ogilvie-Grant, 1891)";"AF : w, c Kenya";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач кенійський"
887;897;;"Scaly Spurfowl";"Pternistis squamatus";"(Cassin, 1857)";"AF : se Nigeria to n, e DR Congo, Gabon and Congo Republic, e DR Congo to Uganda, s Kenya, Tanzania, n Malawi and c Ethiopia";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач тропічний"
887;901;;"Ahanta Spurfowl";"Pternistis ahantensis";"(Temminck, 1854)";"AF : Senegambia to sw Nigeria";;"SSP, ENG";"Treat as monotypic; includes hopkinsoni (Mandiwana-Neudani et al. 2019). Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач гамбійський"
887;902;;"Grey-striped Spurfowl";"Pternistis griseostriatus";"(Ogilvie-Grant, 1890)";"AF : w Angola";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач західний"
887;903;;"Hildebrandt's Spurfowl";"Pternistis hildebrandti";"(Cabanis, 1878)";"AF : e, se";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач східний"
887;906;;"Natal Spurfowl";"Pternistis natalensis";"(Smith, A, 1833)";"AF : s Zambia and Zimbabwe to w Mozambique and ne South Africa";;"SSP";"Treat as monotypic; includes neavei (Mandiwana-Neudani et al. 2019).";"Турач натальський"
887;907;;"Red-billed Spurfowl";"Pternistis adspersus";"(Waterhouse, 1838)";"AF : sw Angola, n Namibia and Botswana to sw Zambia, nw Zimbabwe and nc South Africa";;"SSP";"Treat as monotypic; includes mesicus (Mandiwana-Neudani et al. 2019).";"Турач червонодзьобий"
887;908;;"Cape Spurfowl";"Pternistis capensis";"(Gmelin, JF, 1789)";"AF : w, sw South Africa";;;;"Турач капський"
887;909;;"Heuglin's Spurfowl";"Pternistis icterorhynchus";"(Heuglin, 1863)";"AF : s Chad and sw Sudan to n DR Congo and w Uganda";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач жовтодзьобий"
887;910;;"Double-spurred Spurfowl";"Pternistis bicalcaratus";"(Linnaeus, 1766)";"AF : w,c";;;;"Турач двошпоровий"
887;914;;"Harwood's Spurfowl";"Pternistis harwoodi";"(Blundell & Lovat, 1899)";"AF : c Ethiopia";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач червоноокий"
887;915;;"Clapperton's Spurfowl";"Pternistis clappertoni";"(Children & Vigors, 1826)";"AF : c, ne";;"ENG";"Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. (2019).";"Турач савановий"
887;918;;"Yellow-necked Spurfowl";"Pternistis leucoscepus";"(Gray, GR, 1867)";"AF : Eritrea and e South Sudan to Somalia, Kenya and ne Tanzania";;;;"Турач жовтогорлий"
887;921;;"Swainson's Spurfowl";"Pternistis swainsonii";"(Smith, A, 1836)";"AF : se Angola, n Namibia and Zambia to e Botswana, n South Africa, Zimbabwe and s Mozambique";;"SSP";"Treat as monotypic; includes lundazi (Mandiwana-Neudani et al. 2019).";"Турач чорноногий"
887;922;;"Grey-breasted Spurfowl";"Pternistis rufopictus";"Reichenow, 1887";"AF : nw Tanzania";;;;"Турач танзанійський"
887;923;;"Red-necked Spurfowl";"Pternistis afer";"(Müller, PLS, 1776)";"AF : c, e, se";;;;"Турач рудогорлий"
928;929;;"Grey Partridge";"Perdix perdix";"(Linnaeus, 1758)";"EU : w, wc";;;;"Куріпка сіра"
928;938;;"Daurian Partridge";"Perdix dauurica";"(Pallas, 1811)";"EU : c Asia";;;;"Куріпка даурська"
928;941;;"Tibetan Partridge";"Perdix hodgsoniae";"(Hodgson, 1856)";"EU : c Asia";;;;"Куріпка тибетська"
945;946;;"Long-billed Partridge";"Rhizothera longirostris";"(Temminck, 1815)";"OR : Malay Pen., Sumatra and Borneo";;;;"Куріпка довгохвоста"
945;947;;"Hose's Partridge";"Rhizothera dulitensis";"Ogilvie-Grant, 1895";"OR : n Borneo";;;;" "
948;949;;"Madagascan Partridge";"Margaroperdix madagarensis";"(Scopoli, 1786)";"AF : Madagascar";;;;"Куріпка мадагаскарська"
950;951;;"Black Partridge";"Melanoperdix niger";"(Vigors, 1829)";"OR : Malay Pen., Sumatra and Borneo";;;;"Куріпка чорна"
954;955;;"Common Quail";"Coturnix coturnix";"(Linnaeus, 1758)";"AF, IO, EU : Europe and c Asia";"AF, India";;;"Перепілка звичайна"
954;961;;"Japanese Quail";"Coturnix japonica";"Temminck & Schlegel, 1848";"EU : Mongolia and e Siberia, Japan and Korean Pen.";"se Asia";;;"Перепілка японська"
954;962;;"Rain Quail";"Coturnix coromandelica";"(Gmelin, JF, 1789)";"OR : Pakistan to Sri Lanka and Myanmar";;;;"Перепілка чорновола"
954;963;;"Harlequin Quail";"Coturnix delegorguei";"Delegorgue, 1847";"AF : widespread";;;;"Перепілка-Арлекін "
954;967;;"Stubble Quail";"Coturnix pectoralis";"Gould, 1837";"AU : se, sw Australia";;;;"Перепілка австралійська"
954;968;"1";"New Zealand Quail";"Coturnix novaezelandiae";"Quoy & Gaimard, 1832";"AU : New Zealand";;;;"Перепілка новозеландська"
954;969;;"Brown Quail";"Coturnix ypsilophora";"Bosc, 1792";"AU : widespread";;;;"Перепілка бура"
979;980;;"King Quail";"Excalfactoria chinensis";"(Linnaeus, 1766)";"OR, AU : widespread";;;;"Перепілка китайська"
979;987;;"Blue Quail";"Excalfactoria adansonii";"(Verreaux, J & Verreaux, E, 1851)";"AF : widespread s of the Sahara";;;;"Перепілка африканська"
988;989;;"Snow Mountain Quail";"Anurophasis monorthonyx";"Van Oort, 1910";"AU : New Guinea";;"ENG";"Snow Mountain Quail, not Snow Mountains Quail (Beehler & Pratt 2016).";"Перепілка новогвінейська"
990;991;;"Jungle Bush Quail";"Perdicula asiatica";"(Latham, 1790)";"OR : India and Sri Lanka";;;;"Перепілка чагарникова"
990;997;;"Rock Bush Quail";"Perdicula argoondah";"(Sykes, 1832)";"OR : India";;;;"Перепілка скельна"
990;1001;;"Painted Bush Quail";"Perdicula erythrorhyncha";"(Sykes, 1832)";"OR : India";;;;"Перепілка червонодзьоба"
990;1004;;"Manipur Bush Quail";"Perdicula manipurensis";"Hume, 1881";"OR : ne India and Bangladesh";;;;"Перепілка червоногорла"
1007;1008;"1";"Himalayan Quail";"Ophrysia superciliosa";"(Gray, JE, 1846)";"OR : n India";;;;"Перепілка гімалайська"
1009;1010;;"Udzungwa Forest Partridge";"Xenoperdix udzungwensis";"Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994";"AF : Udzungwa Mountains  of s Tanzania";;;;"Куріпка африканська"
1009;1011;;"Rubeho Forest Partridge";"Xenoperdix obscuratus";"Fjeldså & Kiure, 2003";"AF : Rubeho highlands of s Tanzania";;;;" "
1012;1013;;"Hill Partridge";"Arborophila torqueola";"(Valenciennes, 1825)";"OR : w Himalayas to nw Vietnam";;;;"Куріпка чагарникова"
1012;1019;;"Rufous-throated Partridge";"Arborophila rufogularis";"(Blyth, 1849)";"OR : n India to c Vietnam";;;;"Куріпка непальська"
1012;1026;;"White-cheeked Partridge";"Arborophila atrogularis";"(Blyth, 1849)";"OR : ne India and Myanmar";;;;"Куріпка білощока"
1012;1027;;"Taiwan Partridge";"Arborophila crudigularis";"(Swinhoe, 1864)";"OR : Taiwan";;;;"Куріпка тайванська"
1012;1028;;"Chestnut-breasted Partridge";"Arborophila mandellii";"Hume, 1874";"OR : ne India to se Tibet";;;;"Куріпка рудогруда"
1012;1029;;"Bar-backed Partridge";"Arborophila brunneopectus";"(Blyth, 1855)";"OR : se Asia";;;;"Куріпка буровола"
1012;1033;;"Sichuan Partridge";"Arborophila rufipectus";"Boulton, 1932";"OR : sc China";;;;"Куріпка сичуанська"
1012;1034;;"White-necklaced Partridge";"Arborophila gingica";"(Gmelin, JF, 1789)";"OR : s China";;;;"Куріпка білолоба"
1012;1037;;"Orange-necked Partridge";"Arborophila davidi";"Delacour, 1927";"OR : s Vietnam";;;;"Куріпка в’єтнамська"
1012;1038;;"Chestnut-headed Partridge";"Arborophila cambodiana";"Delacour & Jabouille, 1928";"OR : Cambodia";;;;"Куріпка камбоджійська"
1012;1041;;"Siamese Partridge";"Arborophila diversa";"Riley, 1930";"OR : se Thailand";;;;" "
1012;1042;;"Malaysian Partridge";"Arborophila campbelli";"(Robinson, 1904)";"OR : Malaysia";;;;" "
1012;1043;;"Roll's Partridge";"Arborophila rolli";"(Rothschild, 1909)";"OR : nw Sumatra";;;;" "
1012;1044;;"Sumatran Partridge";"Arborophila sumatrana";"Ogilvie-Grant, 1891";"OR : c Sumatra";;;;" "
1012;1045;;"Grey-breasted Partridge";"Arborophila orientalis";"(Horsfield, 1821)";"OR : e Java";;;;"Куріпка суматранська"
